Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
217,God of War III,PlayStation 3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,,,,
218,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0,0.59,4.83,,,,
219,Assassin's Creed,PlayStation 3,2007,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83,93,82,8.2,3052
220,FIFA 15,PlayStation 3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,81,40,7.3,769
221,Crash Team Racing,PlayStation,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,92,101,8.7,2633
222,FIFA 17,PlayStation 4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,88,20,9,233
223,Batman: Arkham City,Xbox 360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,80,9,5.4,46
224,Driver 2,PlayStation,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62,14,7.7,92
225,The Simpsons: Hit & Run,PlayStation 2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7,94,87,8.7,1472
226,Tony Hawk's Pro Skater 2,PlayStation,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,,,,
227,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,,,,
228,The Lord of the Rings: The Two Towers,PlayStation 2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,98,19,7.7,299
229,Forza Motorsport 4,Xbox 360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,82,32,8.2,78
230,Tomb Raider,PlayStation,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,8.6,147
231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0,0.44,4.62,73,50,7.6,119
232,The Legend of Zelda: A Link to the Past,Super NES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,86,78,8.1,1264
233,The Legend of Zelda: The Wind Waker,Game Cube,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,,,,
234,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,96,80,8.9,968
235,Luigi's Mansion: Dark Moon,Nintendo 3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,86,36,8.4,87
236,Splatoon,Wii U,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,86,74,8.4,458
237,The Last of Us,PlayStation 4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,91,83,8.2,617
238,Guitar Hero III: Legends of Rock,Xbox 360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,,,,
239,Madden NFL 2005,PlayStation 2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,30,7.9,78
240,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5,85,69,7.9,165
241,Madden NFL 07,PlayStation 2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,,,,
242,Spider-Man: The Movie,PlayStation 2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,84,29,8.2,39
243,Dragon Quest VII: Warriors of Eden,PlayStation,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,84,101,6.4,2438
244,Uncharted: The Nathan Drake Collection,PlayStation 4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,76,25,7.9,41
245,Call of Duty: Advanced Warfare,PlayStation 3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,,,,
246,God of War,PlayStation 2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,77,82,3.4,1129
247,Nintendo Land,Wii U,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,94,75,8.9,997
248,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,81,88,8.5,1184
249,Tony Hawk's Pro Skater 3,PlayStation 2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,77,61,7.9,471
250,Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,97,34,7.5,298
251,The Elder Scrolls IV: Oblivion,Xbox 360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,86,19,8.9,33
252,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,94,90,8.7,1109
253,Need for Speed: Most Wanted,PlayStation 2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,,,,
254,Resistance: Fall of Man,PlayStation 3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,82,36,9.1,137
255,Sonic the Hedgehog,Genesis,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,56,37,8.3,31
256,Kingdom Hearts II,PlayStation 2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,,,4.8,207
257,FIFA 14,Xbox 360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,86,70,8.1,715
258,Call of Duty: Advanced Warfare,Xbox 360,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31,,,,
259,Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31,87,64,9,766
260,Fable II,Xbox 360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,,,,
261,Halo 5: Guardians,Xbox One,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,93,83,9,1607
262,Super Mario 3D World,Wii U,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,,,,
263,Batman: Arkham Asylum,PlayStation 3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,,,,
264,Assassin's Creed: Revelations,PlayStation 3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,,,4.9,221
265,Namco Museum,Game Boy Advance,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,,,4.5,109
266,Metal Gear Solid 3: Snake Eater,PlayStation 2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,89,95,6.5,2423
267,Daxter,PlayStation Portable,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22,79,10,7.3,6
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21,91,70,8.9,1122
269,The Legend of Zelda: Ocarina of Time,Nintendo 3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,91,68,9.3,955
270,FIFA Soccer 06,PlayStation 2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,39,7.5,613
271,EyeToy Play,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,88,39,6.2,1749
272,Uncharted 4: A Thief's End,PlayStation 4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,84,41,4.2,435
273,Gran Turismo 5 Prologue,PlayStation 3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,85,59,8.7,109
274,Assassin's Creed: Revelations,Xbox 360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,,,,
275,Street Fighter IV,PlayStation 3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,80,32,7.8,47
276,FIFA 12,Xbox 360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,80,32,7.5,22
277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,80,67,7.1,120
278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,80,77,7.2,564
279,Frogger,PlayStation,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16,,,,
280,Madden NFL 2003,PlayStation 2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,,,,
281,Watch Dogs,PlayStation 4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,94,61,7.3,330
282,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12,,,,
283,Super Mario World 2: Yoshi's Island,Super NES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,,,,
284,FIFA Soccer 07,PlayStation 2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,95,25,7.7,65
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,96,24,9.1,3161
286,Street Fighter II Turbo,Super NES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,,,
287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,,,,
288,Fallout 4,Xbox One,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,,,,
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,7.9,785
290,Fallout: New Vegas,Xbox 360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,88,31,8.4,809
291,God of War II,PlayStation 2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70,8.9,709
292,Forza Motorsport 2,Xbox 360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,,,8.2,23
293,World Soccer Winning Eleven 9,PlayStation 2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,84,81,8.1,769
294,Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,90,66,8.3,381
295,Tekken Tag Tournament,PlayStation 2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,56,27,6,44
296,Far Cry 4,PlayStation 4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,80,80,6.3,2996
297,Star Fox 64,Nintendo 64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,
298,Minecraft,PlayStation 4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,85,25,8.5,117
299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,85,83,7.7,1653
300,Fallout 3,PlayStation 3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,,,,
301,Professor Layton and the Diabolical Box,Nintendo DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4,,,,
302,Left 4 Dead 2,Xbox 360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,61,21,tbd,
303,Namco Museum: 50th Anniversary,PlayStation 2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98,89,76,8.6,681
304,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,92,79,9.2,10179
305,Assassin's Creed: Unity,PlayStation 4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,70,40,4.9,2050
306,Donkey Kong Land,Game Boy,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,87,89,7.6,2679
307,Tony Hawk's Underground,PlayStation 2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,93,81,8,1958
308,Assassin's Creed IV: Black Flag,PlayStation 3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,90,57,8,910
309,Monster Hunter 4 Ultimate,Nintendo 3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,84,65,8.8,72
310,MotorStorm,PlayStation 3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,,,,
311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0,0.64,3.88,81,27,8.7,39
312,Tekken 5,PlayStation 2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,90,38,8.7,121
313,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87,86,80,8.7,348
314,Sports Champions,PlayStation 3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,94,32,8.1,9073
315,NBA 2K16,PlayStation 4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,87,51,6.7,364
316,World Soccer Winning Eleven 8 International,PlayStation 2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,88,62,8.6,229
317,Flash Focus: Vision Training in Minutes a Day,Nintendo DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,,,,
318,Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,84,9,7.4,220
319,The Legend of Zelda: Link's Awakening,Game Boy,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,,,
320,Mario & Luigi: Bowser's Inside Story,Nintendo DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,91,26,9.1,38
321,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,76,64,7.9,104
322,Nintendogs + cats,Nintendo 3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,,,,
323,Batman: Arkham Knight,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,,,,
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,78,49,3.7,1564
325,LEGO Indiana Jones: The Original Adventures,Xbox 360,2008,Action,Activision,2.4,1.03,0,0.36,3.78,59,22,4,4
326,Resident Evil Director's Cut,PlayStation,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,80,64,7,2219
327,Ratchet & Clank: Size Matters,PlayStation Portable,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,68,33,6.9,39
328,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76,,,,
329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,,,,
330,Super Paper Mario,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,77,60,7.5,66
331,Harry Potter and the Sorcerer's Stone,PlayStation,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,79,21,8,29
332,The Witcher 3: Wild Hunt,PlayStation 4,2015,Role-Playing,Namco Bandai Games,0.96,2,0.21,0.56,3.73,,,,
333,Resident Evil 3: Nemesis,PlayStation,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,64,11,7.5,41
334,Spyro: Year of the Dragon,PlayStation,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71,,,,
335,FIFA Soccer 2005,PlayStation 2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,,,,
336,Pokémon Trading Card Game,Game Boy,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,85,56,7.9,417
337,Battlefield 4,PlayStation 3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,91,15,8.8,207
338,MySims,Nintendo DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,88,36,8.1,840
339,Friend Collection,Nintendo DS,2009,Misc,Nintendo,0,0,3.67,0,3.67,81,27,7.6,56
340,Tony Hawk's Pro Skater 4,PlayStation 2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,,,,
341,Midnight Club 3: DUB Edition,PlayStation Portable,2005,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66,,,,
342,Banjo-Kazooie,Nintendo 64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,94,27,8.5,128
343,SOCOM: U.S. Navy SEALs,PlayStation 2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,,,,
344,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.33,0.97,0,0.35,3.65,67,15,7.3,13
345,Gran Turismo 6,PlayStation 3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,74,34,8.4,31
346,Jak and Daxter: The Precursor Legacy,PlayStation 2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,,,,
347,Pokemon Snap,Nintendo 64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,82,42,7.9,82
348,FIFA Soccer 10,PlayStation 3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,90,35,8.7,312
349,Pro Evolution Soccer 2008,PlayStation 2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,,,,
350,Call of Duty: Ghosts,PlayStation 4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,82,10,7.9,38
351,Resident Evil 4,PlayStation 2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013
352,Tom Clancy's The Division,PlayStation 4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,86,18,7.6,71
353,Star Wars: Battlefront,PlayStation 2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,91,56,7.6,203
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61,82,36,8.7,142
355,The Simpsons: Road Rage,PlayStation 2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,,,,
356,Cooking Mama 2: Dinner With Friends,Nintendo DS,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,64,23,7.7,32
357,Luigi's Mansion,Game Cube,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161
358,Star Wars: Battlefront II,PlayStation 2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,85,18,6.9,1580
359,WWF SmackDown!,PlayStation,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,84,30,9,268
360,Croc: Legend of the Gobbos,PlayStation,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56,,,6.2,10
361,Grand Theft Auto: Liberty City Stories,PlayStation 2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,70,39,8,9
362,The Getaway,PlayStation 2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,,,,
363,Tomb Raider III: Adventures of Lara Croft,PlayStation,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,
364,James Bond 007: Agent Under Fire,PlayStation 2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,78,49,7.8,112
365,LEGO Star Wars: The Video Game,PlayStation 2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,72,49,6.8,88
366,Battlefield 4,Xbox 360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,,,,
367,FIFA Soccer 11,Xbox 360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,72,27,7.9,48
368,Rugrats in Paris: The Movie,PlayStation,2000,Action,THQ,1.96,1.33,0,0.23,3.52,,,,
369,Spyro 2: Ripto's Rage!,PlayStation,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,
370,Left 4 Dead,Xbox 360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,88,66,7.5,155
371,Mario & Sonic at the Olympic Winter Games,Nintendo DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52,,,,
372,Resident Evil 5,Xbox 360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,89,67,7.9,1309
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Super NES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,,,,
374,Assassin's Creed: Brotherhood,Xbox 360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,72,59,4.1,1005
375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,,,,
376,Batman: Arkham Asylum,Xbox 360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,83,91,7.5,523
377,Clubhouse Games,Nintendo DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,89,81,8.3,693
378,FIFA Soccer 2004,PlayStation 2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84,20,6.4,76
379,Star Wars Battlefront (2015),Xbox One,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,80,14,5.8,579
380,Battlefield: Bad Company 2,Xbox 360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,92,78,8.7,1080
381,Guitar Hero: On Tour,Nintendo DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48,79,21,5.6,542
382,Assassin's Creed: Unity,Xbox One,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46,88,75,8.6,869
383,Far Cry 3,PlayStation 3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,,,,
384,Monster Hunter 4,Nintendo 3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44,71,70,8.8,29
385,Borderlands,Xbox 360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,83,30,8.4,28
386,Tekken 4,PlayStation 2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,,,,
387,Battlefield 4,PlayStation 4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,84,83,8.2,715
388,LittleBigPlanet 2,PlayStation 3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,79,23,8.3,126
389,Grand Theft Auto 2,PlayStation,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,,,,
390,Final Fantasy III,Super NES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42,70,15,8,67
391,Spider-Man 2,PlayStation 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,93,86,8.2,3943
392,F-1 Race,Game Boy,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,80,50,8.9,106
393,FIFA Soccer 2003,PlayStation 2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,,,,
394,Crash Bash,PlayStation,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,88,15,6.7,35
395,LEGO Batman: The Videogame,Xbox 360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38,91,86,8.4,657
396,Metal Gear Solid V: The Phantom Pain,PlayStation 4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,68,12,8.2,99
397,The Legend of Zelda: Spirit Tracks,Nintendo DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,76,86,6.8,1319
398,WWF War Zone,PlayStation,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36,76,49,7.9,75
399,The Legend of Zelda: Majora's Mask,Nintendo 64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,75,11,5.5,1735
400,Professor Layton and the Unwound Future,Nintendo DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,,,,
401,Rugrats: Search For Reptar,PlayStation,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34,,,,
402,Assassin's Creed IV: Black Flag,Xbox 360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,90,32,8.5,1041
403,English Training: Have Fun Improving Your Skills!,Nintendo DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33,,,,
404,James Bond 007: Nightfire,PlayStation 2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,,,,
405,Ratchet & Clank,PlayStation 2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,77,20,8.5,66
406,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,,,,
407,Star Wars Episode III: Revenge of the Sith,PlayStation 2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,,,,
408,Max Payne,PlayStation 2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,60,34,7.2,82
409,The Lord of the Rings: The Return of the King,PlayStation 2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,87,75,7.8,228
410,Assassin's Creed Syndicate,PlayStation 4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,80,21,8.5,86
411,Destiny,Xbox One,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28,86,35,7.9,701
412,True Crime: Streets of LA,PlayStation 2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,85,31,8.7,105
413,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,,,,
414,Gran Turismo (PSP),PlayStation Portable,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,82,74,7.5,563
415,Monster Hunter X,Nintendo 3DS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26,77,39,8,94
416,Tekken,PlayStation,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,86,62,9.2,111
417,FIFA 16,Xbox One,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23,,,,
418,L.A. Noire,PlayStation 3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,84,45,4.4,459
419,Madden NFL 16,PlayStation 4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22,63,43,4.6,116
420,Yokai Watch 2 Ganso/Honke,Nintendo 3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22,,,,
421,007: Tomorrow Never Dies,PlayStation,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21,83,37,5.9,180
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,81,81,7.7,758
423,Killer Instinct,Super NES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,85,69,7.2,1267
424,WWF SmackDown! 2: Know Your Role,PlayStation,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,,,,
425,Crisis Core: Final Fantasy VII,PlayStation Portable,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,88,85,8.7,691
426,God of War: Chains of Olympus,PlayStation Portable,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,,,,
427,Dragon Quest VI: Maboroshi no Daichi,Super NES,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19,,,,
428,Dance Central,Xbox 360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,,,,
429,Enter the Matrix,PlayStation 2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,,,,
430,Super Mario Maker,Wii U,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,91,79,8.6,565
431,Fallout: New Vegas,PlayStation 3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,62,30,8.1,137
432,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17,83,67,8,463
433,Rhythm Heaven,Nintendo DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,82,63,7.6,85
